#cliente (linha) x produto(coluna);;;;;;;;;
#periodo1;;;;;;;;;
12048;51168;71904;2880;161856;1632;109296;20688;101040;4752
12048;51168;71904;2880;161856;1632;109296;20688;101040;4752
18448.5;78351;110103;4410;247842;2499;167359.5;31678.5;154717.5;7276.5
18448.5;78351;110103;4410;247842;2499;167359.5;31678.5;154717.5;7276.5
18448.5;78351;110103;4410;247842;2499;167359.5;31678.5;154717.5;7276.5
18448.5;78351;110103;4410;247842;2499;167359.5;31678.5;154717.5;7276.5
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
6024;25584;35952;1440;80928;816;54648;10344;50520;2376
12885;54721;76897;3080;173096;1745;116886;22125;108057;5082
12885;54721;76897;3080;173096;1745;116886;22125;108057;5082
12885;54721;76897;3080;173096;1745;116886;22125;108057;5082
6069000;262000;242000;2000;889000;1000;175000;116000;128000;3000
#periodo2;;;;;;;;;
10608;39744;55440;1440;131952;1152;92352;18480;81600;3696
10608;39744;55440;1440;131952;1152;92352;18480;81600;3696
16243.5;60858;84892.5;2205;202051.5;1764;141414;28297.5;124950;5659.5
16243.5;60858;84892.5;2205;202051.5;1764;141414;28297.5;124950;5659.5
16243.5;60858;84892.5;2205;202051.5;1764;141414;28297.5;124950;5659.5
16243.5;60858;84892.5;2205;202051.5;1764;141414;28297.5;124950;5659.5
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
5304;19872;27720;720;65976;576;46176;9240;40800;1848
11345;42504;59290;1540;141115;1232;98765;19763;87267;3953
11345;42504;59290;1540;141115;1232;98765;19763;87267;3953
11345;42504;59290;1540;141115;1232;98765;19763;87267;3953
8279000;92000;410000;6000;1626000;1000;259000;143000;347000;3000
#periodo3;;;;;;;;;
8640;29568;51840;1344;123504;1248;88080;17856;87696;4272
8640;29568;51840;1344;123504;1248;88080;17856;87696;4272
13230;45276;79380;2058;189115.5;1911;134872.5;27342;134284.5;6541.5
13230;45276;79380;2058;189115.5;1911;134872.5;27342;134284.5;6541.5
13230;45276;79380;2058;189115.5;1911;134872.5;27342;134284.5;6541.5
13230;45276;79380;2058;189115.5;1911;134872.5;27342;134284.5;6541.5
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
4320;14784;25920;672;61752;624;44040;8928;43848;2136
9240;31621;55440;1437;132081;1335;94197;19096;93786;4569
9240;31621;55440;1437;132081;1335;94197;19096;93786;4569
9240;31621;55440;1437;132081;1335;94197;19096;93786;4569
7948000;68000;204000;5000;1296000;2000;194000;171000;470000;4000
#periodo4;;;;;;;;;
6864;31440;60624;768;135168;960;93312;14352;91488;6432
6864;31440;60624;768;135168;960;93312;14352;91488;6432
10510.5;48142.5;92830.5;1176;206976;1470;142884;21976.5;140091;9849
10510.5;48142.5;92830.5;1176;206976;1470;142884;21976.5;140091;9849
10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5
10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
3432;15720;30312;384;67584;480;46656;7176;45744;3216
7341;33623;64834;821;144555;1027;99792;15349;97841;6879
7341;33623;64834;821;144555;1027;99792;15349;97841;6879
7341;33623;64834;821;144555;1027;99792;15349;97841;6879
9187000;190000;116000;4000;1504000;1000;301000;198000;425000;32000
