#plant(row) x route (column)
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
1240000000;130000000;130000000;172000000
